Date,Brent
1987-05-01,18.58
1987-06-01,18.86047619047619
1987-07-01,19.856521739130436
1987-08-01,18.97952380952381
1987-09-01,18.313181818181818
1987-10-01,18.757727272727273
1987-11-01,17.78095238095238
1987-12-01,17.05409090909091
1988-01-01,16.749444444444443
1988-02-01,15.72952380952381
1988-03-01,14.731304347826088
1988-04-01,16.59526315789474
1988-05-01,16.314090909090908
1988-06-01,15.543636363636363
1988-07-01,14.907619047619047
1988-08-01,14.89391304347826
1988-09-01,13.179545454545455
1988-10-01,12.405714285714286
1988-11-01,13.024545454545454
1988-12-01,15.306666666666667
1989-01-01,17.171904761904763
1989-02-01,16.8885
1989-03-01,18.70095238095238
1989-04-01,20.319499999999998
1989-05-01,18.633181818181818
1989-06-01,17.670909090909092
1989-07-01,17.622857142857143
1989-08-01,16.77
1989-09-01,17.766190476190477
1989-10-01,18.90772727272727
1989-11-01,18.727272727272727
1989-12-01,19.838947368421053
1990-01-01,21.25181818181818
1990-02-01,19.8135
1990-03-01,18.387272727272727
1990-04-01,16.612105263157893
1990-05-01,16.352272727272727
1990-06-01,15.104761904761904
1990-07-01,17.169090909090908
1990-08-01,27.167391304347827
1990-09-01,34.899
1990-10-01,36.022608695652174
1990-11-01,33.06727272727273
1990-12-01,28.2735
1991-01-01,23.566363636363636
1991-02-01,19.536
1991-03-01,19.0825
1991-04-01,19.18
1991-05-01,19.186818181818182
1991-06-01,18.1675
1991-07-01,19.39695652173913
1991-08-01,19.772727272727273
1991-09-01,20.50190476190476
1991-10-01,22.206086956521737
1991-11-01,21.10857142857143
1991-12-01,18.41095238095238
1992-01-01,18.163636363636364
1992-02-01,18.0535
1992-03-01,17.630909090909093
1992-04-01,18.919047619047618
1992-05-01,19.8885
1992-06-01,21.158181818181816
1992-07-01,20.236521739130435
1992-08-01,19.738095238095237
1992-09-01,20.27
1992-10-01,20.26181818181818
1992-11-01,19.214285714285715
1992-12-01,18.13952380952381
1993-01-01,17.386
1993-02-01,18.466315789473683
1993-03-01,18.785217391304347
1993-04-01,18.6745
1993-05-01,18.507894736842104
1993-06-01,17.652727272727272
1993-07-01,16.775454545454544
1993-08-01,16.696190476190477
1993-09-01,16.01181818181818
1993-10-01,16.606666666666666
1993-11-01,15.196363636363637
1993-12-01,13.725714285714286
1994-01-01,14.2915
1994-02-01,13.802
1994-03-01,13.822608695652175
1994-04-01,15.231578947368421
1994-05-01,16.188
1994-06-01,16.763181818181817
1994-07-01,17.59952380952381
1994-08-01,16.892727272727274
1994-09-01,15.895
1994-10-01,16.49047619047619
1994-11-01,17.191363636363636
1994-12-01,15.932
1995-01-01,16.551904761904762
1995-02-01,17.1145
1995-03-01,17.006521739130434
1995-04-01,18.648333333333333
1995-05-01,18.35090909090909
1995-06-01,17.312727272727273
1995-07-01,15.854285714285714
1995-08-01,16.096363636363638
1995-09-01,16.69952380952381
1995-10-01,16.11090909090909
1995-11-01,16.86090909090909
1995-12-01,17.925263157894737
1996-01-01,17.853181818181817
1996-02-01,17.99904761904762
1996-03-01,19.851904761904763
1996-04-01,20.9005
1996-05-01,19.154761904761905
1996-06-01,18.4565
1996-07-01,19.57086956521739
1996-08-01,20.51238095238095
1996-09-01,22.63047619047619
1996-10-01,24.162608695652175
1996-11-01,22.75952380952381
1996-12-01,23.783
1997-01-01,23.53761904761905
1997-02-01,20.850526315789473
1997-03-01,19.133
1997-04-01,17.55590909090909
1997-05-01,19.02285714285714
1997-06-01,17.58
1997-07-01,18.4645
1997-08-01,18.5955
1997-09-01,18.46095238095238
1997-10-01,19.86521739130435
1997-11-01,19.17421052631579
1997-12-01,17.18190476190476
1998-01-01,15.186666666666667
1998-02-01,14.0695
1998-03-01,13.103181818181818
1998-04-01,13.5265
1998-05-01,14.363157894736842
1998-06-01,12.206363636363637
1998-07-01,12.079565217391304
1998-08-01,11.914
1998-09-01,13.343636363636364
1998-10-01,12.702272727272728
1998-11-01,11.039047619047619
1998-12-01,9.824285714285715
1999-01-01,11.1145
1999-02-01,10.271578947368422
1999-03-01,12.511304347826087
1999-04-01,15.2945
1999-05-01,15.225263157894737
1999-06-01,15.863181818181818
1999-07-01,19.08
1999-08-01,20.21904761904762
1999-09-01,22.543181818181818
1999-10-01,22.002380952380953
1999-11-01,24.58409090909091
1999-12-01,25.473157894736843
2000-01-01,25.511
2000-02-01,27.775714285714287
2000-03-01,27.48608695652174
2000-04-01,22.764444444444443
2000-05-01,27.73761904761905
2000-06-01,29.795454545454547
2000-07-01,28.682380952380953
2000-08-01,30.19608695652174
2000-09-01,33.14476190476191
2000-10-01,30.96090909090909
2000-11-01,32.55227272727273
2000-12-01,25.66
2001-01-01,25.624545454545455
2001-02-01,27.5035
2001-03-01,24.497272727272726
2001-04-01,25.65714285714286
2001-05-01,28.313636363636363
2001-06-01,27.849047619047617
2001-07-01,24.613636363636363
2001-08-01,25.68
2001-09-01,25.6195
2001-10-01,20.53782608695652
2001-11-01,18.797272727272727
2001-12-01,18.705263157894738
2002-01-01,19.416818181818183
2002-02-01,20.2755
2002-03-01,23.696666666666665
2002-04-01,25.72863636363636
2002-05-01,25.345454545454547
2002-06-01,24.081666666666667
2002-07-01,25.73608695652174
2002-08-01,26.651363636363637
2002-09-01,28.39952380952381
2002-10-01,27.54304347826087
2002-11-01,24.335238095238097
2002-12-01,28.3345
2003-01-01,31.183636363636364
2003-02-01,32.771
2003-03-01,30.612380952380953
2003-04-01,25.06772727272727
2003-05-01,25.857727272727274
2003-06-01,27.652857142857144
2003-07-01,28.348695652173912
2003-08-01,29.88809523809524
2003-09-01,27.112272727272728
2003-10-01,29.60782608695652
2003-11-01,28.7525
2003-12-01,29.807142857142857
2004-01-01,31.28095238095238
2004-02-01,30.8585
2004-03-01,33.63434782608696
2004-04-01,33.59090909090909
2004-05-01,37.56761904761905
2004-06-01,35.18363636363636
2004-07-01,38.221363636363634
2004-08-01,42.74409090909091
2004-09-01,43.19681818181818
2004-10-01,49.776666666666664
2004-11-01,43.110454545454544
2004-12-01,39.60217391304348
2005-01-01,44.509
2005-02-01,45.475
2005-03-01,53.10454545454545
2005-04-01,51.883809523809525
2005-05-01,48.64545454545455
2005-06-01,54.35454545454545
2005-07-01,57.52
2005-08-01,63.98347826086957
2005-09-01,62.908181818181816
2005-10-01,58.53857142857143
2005-11-01,55.24181818181818
2005-12-01,56.855714285714285
2006-01-01,62.985238095238095
2006-02-01,60.21
2006-03-01,62.06478260869565
2006-04-01,70.26
2006-05-01,69.77695652173912
2006-06-01,68.5559090909091
2006-07-01,73.67428571428572
2006-08-01,73.2304347826087
2006-09-01,61.95857142857143
2006-10-01,57.808181818181815
2006-11-01,58.76136363636363
2006-12-01,62.47210526315789
2007-01-01,53.68142857142857
2007-02-01,57.555789473684214
2007-03-01,62.05045454545455
2007-04-01,67.4857894736842
2007-05-01,67.21227272727273
2007-06-01,71.04571428571428
2007-07-01,76.93
2007-08-01,70.76086956521739
2007-09-01,77.17315789473685
2007-10-01,82.34
2007-11-01,92.41428571428571
2007-12-01,90.92684210526316
2008-01-01,92.17809523809524
2008-02-01,94.9865
2008-03-01,103.6355
2008-04-01,109.07136363636364
2008-05-01,122.79714285714286
2008-06-01,132.32238095238097
2008-07-01,132.71818181818182
2008-08-01,113.24333333333334
2008-09-01,97.23476190476191
2008-10-01,71.58217391304348
2008-11-01,52.45263157894737
2008-12-01,39.94681818181818
2009-01-01,43.4395
2009-02-01,43.32473684210526
2009-03-01,46.540454545454544
2009-04-01,50.18190476190476
2009-05-01,57.3025
2009-06-01,68.60954545454545
2009-07-01,64.43545454545455
2009-08-01,72.50857142857143
2009-09-01,67.64619047619048
2009-10-01,72.76954545454545
2009-11-01,76.662
2009-12-01,74.45636363636363
2010-01-01,76.16736842105263
2010-02-01,73.75210526315789
2010-03-01,78.82739130434783
2010-04-01,84.81761904761905
2010-05-01,75.9455
2010-06-01,74.7609090909091
2010-07-01,75.58
2010-08-01,77.03954545454546
2010-09-01,77.8404761904762
2010-10-01,82.6647619047619
2010-11-01,85.2747619047619
2010-12-01,91.44681818181819
2011-01-01,96.5235
2011-02-01,103.71631578947368
2011-03-01,114.64347826086956
2011-04-01,123.25888888888889
2011-05-01,114.98904761904762
2011-06-01,113.83318181818181
2011-07-01,116.9735
2011-08-01,110.21954545454545
2011-09-01,112.83380952380952
2011-10-01,109.55
2011-11-01,110.76809523809524
2011-12-01,107.87049999999999
2012-01-01,110.68599999999999
2012-02-01,119.327
2012-03-01,125.44545454545454
2012-04-01,119.42166666666667
2012-05-01,110.33952380952381
2012-06-01,95.15571428571428
2012-07-01,102.61857142857143
2012-08-01,113.35608695652174
2012-09-01,112.86368421052632
2012-10-01,111.7108695652174
2012-11-01,109.05857142857143
2012-12-01,109.494
2013-01-01,112.96
2013-02-01,116.05052631578947
2013-03-01,108.474
2013-04-01,102.24818181818182
2013-05-01,102.55863636363637
2013-06-01,102.9195
2013-07-01,107.93318181818182
2013-08-01,111.28045454545455
2013-09-01,111.5965
2013-10-01,109.07652173913043
2013-11-01,107.792
2013-12-01,110.75666666666666
2014-01-01,108.11772727272727
2014-02-01,108.90052631578948
2014-03-01,107.48095238095239
2014-04-01,107.7552380952381
2014-05-01,109.53909090909092
2014-06-01,111.79523809523809
2014-07-01,106.76818181818182
2014-08-01,101.60809523809523
2014-09-01,97.09142857142857
2014-10-01,87.42521739130434
2014-11-01,79.43789473684211
2014-12-01,62.335
2015-01-01,47.7595
2015-02-01,58.0955
2015-03-01,55.88545454545454
2015-04-01,59.52428571428571
2015-05-01,64.075
2015-06-01,61.47772727272727
2015-07-01,56.56130434782609
2015-08-01,46.515
2015-09-01,47.62318181818182
2015-10-01,48.43
2015-11-01,44.26761904761905
2015-12-01,38.00545454545455
2016-01-01,30.6995
2016-02-01,32.1815
2016-03-01,38.210454545454546
2016-04-01,41.583333333333336
2016-05-01,46.742380952380955
2016-06-01,48.24727272727273
2016-07-01,44.951904761904764
2016-08-01,45.84304347826087
2016-09-01,46.567727272727275
2016-10-01,49.52238095238095
2016-11-01,44.73409090909091
2016-12-01,53.3085
2017-01-01,54.57666666666667
2017-02-01,54.8695
2017-03-01,51.58913043478261
2017-04-01,52.3078947368421
2017-05-01,50.326521739130435
2017-06-01,46.36818181818182
2017-07-01,48.47857142857143
2017-08-01,51.70434782608696
2017-09-01,56.152857142857144
2017-10-01,57.50772727272727
2017-11-01,62.714090909090906
2017-12-01,64.37368421052632
2018-01-01,69.07727272727273
2018-02-01,65.3175
2018-03-01,66.01666666666667
2018-04-01,72.106
2018-05-01,76.9752380952381
2018-06-01,74.4047619047619
2018-07-01,74.2540909090909
2018-08-01,72.52826086956522
2018-09-01,78.891
2018-10-01,81.03217391304348
2018-11-01,64.74818181818182
2018-12-01,57.36235294117647
2019-01-01,59.40954545454545
2019-02-01,63.960499999999996
2019-03-01,66.13857142857142
2019-04-01,71.23333333333333
2019-05-01,71.31772727272727
2019-06-01,64.2205
2019-07-01,63.91913043478261
2019-08-01,59.04181818181818
2019-09-01,62.82666666666667
2019-10-01,59.71304347826087
2019-11-01,63.21190476190476
2019-12-01,67.31
2020-01-01,63.82478260869565
2020-02-01,55.702
2020-03-01,32.47
2020-04-01,18.3785
2020-05-01,29.378947368421052
2020-06-01,40.26681818181818
2020-07-01,43.24217391304348
2020-08-01,44.736
2020-09-01,40.90954545454545
2020-10-01,40.18954545454545
2020-11-01,42.69238095238095
2020-12-01,49.99363636363636
2021-01-01,54.774
2021-02-01,62.2765
2021-03-01,65.41
2021-04-01,64.8065
2021-05-01,68.53421052631579
2021-06-01,73.1640909090909
2021-07-01,75.1659090909091
2021-08-01,70.74714285714286
2021-09-01,74.48863636363636
2021-10-01,83.53809523809524
2021-11-01,81.05
2021-12-01,74.1704761904762
2022-01-01,86.5052380952381
2022-02-01,97.129
2022-03-01,117.24521739130435
2022-04-01,104.57526315789474
2022-05-01,113.33761904761904
2022-06-01,122.71095238095238
2022-07-01,111.92571428571429
2022-08-01,100.44636363636364
2022-09-01,89.76476190476191
2022-10-01,93.33190476190477
2022-11-01,95.999
